Company Name,Domain,Industry,Location,Headcount,Linkedin,Description,Company Type,Tags
GoOn - Metalúrgica,goonmetalurgica.com.br,Mining,"Aparecida de Goiânia, Brazil",,https://www.linkedin.com/company/goon---metal%c3%bargica,"GoOn - Metalúrgica is a metalworking company that offers turning, machining, welding, industrial automation, and metal fabrication services.",,""
Logic,cnc-logic.ru,,,,,Logic is a manufacturing company that specializes in advanced CNC machinery with a focus on automation and technology.,,""
Arcamp Pneumática E Automação,arcampautomacao.com.br,Retail,"Valinhos, Brazil",,https://www.linkedin.com/company/arcamp-pneum%c3%a1tica-e-automa%c3%a7%c3%a3o,Arcamp Pneumática e Automação is a company specializing in providing industrial equipment for automation in engineering and manufacturing.,,""
TitConn,titconn.com,IT Services and IT Consulting,"Istanbul, Türkiye",1-10,https://www.linkedin.com/company/titconn---turkey-information-technology-connect,"Titconn is a technology company that is active in Information Technology and Industrial Automation fields, producing its own technology.",privately held,""
Digitec s.r.l.,digitec-elettronica.it,Automation Machinery Manufacturing,Bahamas,1-10,https://www.linkedin.com/company/digitec-s.r.l.,"Digitec s.r.l is a company in the Industrial Electronics and Automation sector that specializes in studying, developing, and producing custom electronic equipment to meet client needs.",privately held,""
AMS,ams-online.de,,,,,AMS is an automation company that accompanies automation projects from conception to successful implementation.,,""
HCC/KPM Electronics,hcckpm.com,Machinery Manufacturing,"Siegen, Germany",11-50,https://www.linkedin.com/company/hcckpm,"HCC/KPM Electronics is a company that specializes in developing and producing innovative machine controls, measuring and testing technology for roll machining machine tools, and automating complete roll shops.",privately held,""
BreTech,bretech.ch,Machinery Manufacturing,"La Chaux-de-Fonds, Switzerland",1-10,https://www.linkedin.com/company/bretech---machines-outils,"BreTech is a custom industrial equipment manufacturer specializing in CNC machines, special machinery, automation, and industrial engineering for the horology industry.",privately held,""
Cyborg Industrial,cyborgindustrial.com.br,Machinery Manufacturing,"Teutônia, Brazil",11-50,https://www.linkedin.com/company/cyborg-industrial,Cyborg Industrial is a machinery company that specializes in industrial equipment and automation.,privately held,""
Ifm,ifm.rs,Automation Machinery Manufacturing,"Essen, Germany",5001-10000,https://www.linkedin.com/company/ifm,"IFM is a provider of industrial automation solutions, specializing in sensors and IoT technology for manufacturing processes.",privately held,""
"Controlmatics, Inc.",controlmatics.com,Software Development,"Seven Points, Texas, United States",1-10,https://www.linkedin.com/company/controlmatics-inc,Controlmatics is an industrial controls design and services company specializing in automation solutions for manufacturing.,privately held,""
AJCengineering,ajcengineering.ch,,,,,aJCengineering is an engineering company that specializes in robotics and automation.,,""
Metal Work Automation,metalworkautomation.it,Automation Machinery Manufacturing,"Concesio, Italy",11-50,https://www.linkedin.com/company/metal-work-automation,Metal Work Automation is an industrial automation company that provides customized solutions designed to meet specific customer needs.,privately held,""
CNV,cnva.vn,,,,,CNV is a packaging machinery company that specializes in providing automated packaging solutions for large and small manufacturing companies in Vietnam.,,""
EuroArc,euroarc.hr,,,,,"EuroArc is a metal processing company that specializes in machining, welding, and providing a wide range of industrial equipment from top global manufacturers.",,""
Micropcbinc,micropcbinc.com,,"H9P1J6, Dorval, Quebec, Canada",,,"Micro PCB is an Electronic Contract Manufacturing Services provider that offers printed circuit board (PCB) assembly, rework, repairs, and design and manufacturing services with a focus on automation industrial and communications.",,""
Udoh Engineering Control Syst,udohengineering.com,Wholesale,"Wylie, Texas, United States",1-10,https://www.linkedin.com/company/udoh-engineering-control-syst,Udoh Engineering Control Systems is a company that provides automation and industrial solutions through engineering services.,,""
Gateway Automação Industrial,gatewayautomacao.com.br,Retail,"Jundiaí, Brazil",,https://www.linkedin.com/company/gateway-automa%c3%a7%c3%a3o-industrial,Gateway Automação Industrial is a company that provides complete industrial automation solutions and production management.,,""
Gobit GmbH,gobit.de,,"Kiel, Germany",,https://www.linkedin.com/company/gobit-gmbh,"Gobit GmbH is a company that provides hardware and software solutions in automation technology, medical technology, and programming.",,""
Mega Automation,mega-automation.ca,,"Canada, Ontario",,,"Mega Automation is a company specializing in industrial automation solutions for various industries, including furniture, automotive, medical, and food.",,""
GIGA Automazioni Industriali,giga-automazioni.it,Automation Machinery Manufacturing,Italy,1-10,https://www.linkedin.com/company/giga-automazioni-industriali,Giga Automazioni Industriali srl is a company in the industrial automation sector that provides automation solutions for the manufacturing and food industries with expertise in processing equipment.,privately held,""
İkra Makina,ikramakina.com.tr,Machinery Manufacturing,"Istanbul, Türkiye",11-50,https://www.linkedin.com/company/i%cc%87kramakina,"İkra Makina is a manufacturing company that specializes in the production of metalworking machinery, automation systems, and mold manufacturing.",privately held,""
Scanlaser Norway AS,scanlaser.no,Machinery Manufacturing,Norway,11-50,https://www.linkedin.com/company/scanlaser-norway-as,"Scanlaser Norway AS is a technology solutions provider in the construction industry, specializing in delivering machine control systems for enhanced automation.",privately held,""
Nereus Technologies,nereus-technologies.com,Machinery Manufacturing,"Wasquehal, France",,https://www.linkedin.com/company/nereus-technologies,Nereus Technologies is a robotics and industrial automation company specializing in providing solutions and services since 2008.,,""
ABK Mühendislik San. ve Tic. Ltd. Şti.,abkm.com.tr,Industrial Automation,"Istanbul, Türkiye",11-50,https://www.linkedin.com/company/abk-m%c3%bchendislik-san-ve-tic-ltd-%c5%9fti,ABK Mühendislik is an engineering company that offers high-tech solutions in control and automation technologies for industrial clients striving for a competitive edge.,privately held,""
INDHERPRO,indherpro.com.mx,Mechanical or Industrial Engineering,"Ciudad López Mateos, Mexico",11-50,https://www.linkedin.com/company/indherpro-sa-de-cv,"INDHERPRO is a manufacturing company that offers turning, milling, boring, EDM, grinding, honing, and welding services.",self owned,""
GMW WELDING,gmw.com.br,"Transportation, Logistics, Supply Chain and Storage","São Paulo, Brazil",11-50,https://www.linkedin.com/company/gmwwelding,GMW WELDING is an industrial manufacturing company that specializes in producing welding consumables with a focus on customer satisfaction and product quality.,privately held,""
JSC Scientific Controls Co,jsc.com.tw,Software Development,"Shenzhen, China",501-1000,https://www.linkedin.com/company/zhaoshanchen-technology-shenzhen-co.-ltd.,"JSC Scientific Controls is a manufacturing company that specializes in industrial control systems, automation, and sensors.",,""
RPS MAKİNA,rpsmakina.com,,,,,RPS MAKİNA is a manufacturing company that specializes in machinery for metalworking with automated adjustment capabilities.,,""
GFM Meccanica,gfmmeccanica.it,,"Re, Italy",,https://www.linkedin.com/company/gfm-meccanica,"GFM Meccanica is a mechanical engineering company that specializes in manufacturing various types of machinery, with a focus on producing high-quality racks.",,""
MeCore,mecore.in,Industrial Machinery Manufacturing,,1-10,https://www.linkedin.com/company/mecore-technology-solutions,"MeCore is an Industrial Automation company that provides a full range of products and systems for various industries including Cement, Steel, Paper, Food, Pharmaceutical, Commercial, Industrial, and Oil & Gas.",partnership,""
IPA Coburg e,ipa-coburg.de,,,,,IPA Coburg e is a company specializing in industrial automation technology.,,""
ALLIANCE Automation Engineering,farishtech.com,"Appliances, Electrical, and Electronics Manufacturing","Bengaluru, India",11-50,https://www.linkedin.com/company/alliance-automation-engineering,"ALLIANCE Automation Engineering is a manufacturing company that specializes in producing chemical processing plants, silo containers, and advanced inverter welding equipment.",,""
Elektro-Rydwan. Wszelkie,elektro-rydwan.pl,Retail,"Czerwonak, Poland",1-10,https://www.linkedin.com/company/elektro-rydwan.-wszelkie,"Elektro is a wholesale and retail company specializing in electrical components, lighting, and automation, providing manufacturing facilities with production elements.",,""
ATREX AUTOMATION PVT LTD,atrex.in,Electrical Equipment Manufacturing,"Vadodara, India",51-200,https://www.linkedin.com/company/atrex-automation-private-limited,ATREX AUTOMATION PVT is an Electrical Transmission Parts Manufacturing company that specializes in automation and industrial equipment production.,privately held,""
Satron Sachsen Steuerungstechnik GmbH,satron.de,Automation Machinery Manufacturing,"Zschopau, Germany",11-50,https://www.linkedin.com/company/satron-sachsen-steuerungstechnik-gmbh,Satron Sachsen Steuerungstechnik GmbH is an industrial automation company that specializes in control technology and engineering solutions.,public company,""
Efort Systems,efortsystems.com,Automation Machinery Manufacturing,"Castegnato, Italy",1-10,https://www.linkedin.com/company/efort-systems-s-r-l,"Efort Systems is an industrial robotics company that offers a range of anthropomorphic and SCARA robots with payload capacities from 3 kg to 210 kg, equipped with controllers.",public company,""
Mechana,mechana.eu,Mechanical or Industrial Engineering,"Kaunas, Lithuania",1-10,https://www.linkedin.com/company/jscmechana,Mechana is a machine engineering and automation company that offers comprehensive solutions including custom machine design and process optimization to drive efficiency and success.,privately held,""
SmartFI,smartfi.es,,,,,smartFI is a company in the automation services industry that offers a wide range of functionalities and services in the production field through the use of RPA technology.,,""
DEUS Automation a.s.,deusautomation.cz,Automation Machinery Manufacturing,"Zákupy, Czechia",11-50,https://www.linkedin.com/company/deusautomation,"DEUS Automation a.s is an industrial automation company that specializes in supplying machines, equipment, lines, and complex technologies for industrial production and logistics.",privately held,""
ENG ENGENHARIA INSTALAÇÃO E MANUTENÇÃO,enginstalacaoemanutencao.com.br,Engineering Services,"Cabreúva, Brazil",11-50,https://www.linkedin.com/company/enginstalacaoemanutencao,"ENG ENGENHARIA INSTALAÇÃO E MANUTENÇÃO is a company that provides commissioning startup services, engineering maintenance, industrial assembly, mechanical, electrical, electronics, and automation solutions.",privately held,""
TECNOSALDATURA SRL,tecnosaldatura.it,Wholesale,"Flero, Italy",1-10,https://www.linkedin.com/company/tecnosaldatura-srl-brescia,"TECNOSALDATURA SRL is a welding equipment company that offers a range of products including welding machines, robotics, cutting machines, and industrial machinery.",privately held,""
Glamaco,glamaco.com,Machinery Manufacturing,"Coswig, Germany",,https://www.linkedin.com/company/glamaco-engineering-gmbh,Glamaco is an industrial machinery company that specializes in developing custom designed machines for various industries.,,""
Eastlex Machine Corp,eastlex.com,"Glass, Ceramics and Concrete Manufacturing","Lexington, Kentucky, United States",1-10,https://www.linkedin.com/company/eastlex-machine-corporation,Eastlex Machine is a manufacturer of automatic snap fastening machines designed to help businesses streamline their operations and prepare for growth.,,""
HAAS Technik,haas-technik.at,,,,,HAAS Technik is an Engineering Services company that provides technology solutions and industrial automation services.,,""
Crisale,crisale.com.uy,,,,,"DIFAP is a company in the Industrial Services sector that specializes in mechanical assembly, welding, pipe fabrication, and industrial maintenance.",,""
AZ VOYAGE LLC,azmachinery.az,Travel Arrangements,"Baku, Azerbaijan",1-10,https://www.linkedin.com/company/az-machinery-service-llc,AZ MACHINERY SERVICE is a CNC machinery service provider that delivers cutting-edge CNC solutions tailored to the dynamic needs of industries in Azerbaijan and beyond.,self owned,""
Rikpak,rikpak.com,,,,https://www.linkedin.com/company/rikpak-suministros-industriales,"RikPak is a company specializing in a wide range of industrial solutions including automation, pneumatics, motion control, robotics, and electrical solutions.",,""
Eurobot Group,eurobotgroup.it,Industrial Automation,"Castel Guelfo di Bologna, Italy",11-50,https://www.linkedin.com/company/eurobot-group,"Eurobot Group is a company specialized in industrial automation, integrating robots from major brands like FANUC, ABB, KUKA, and designing a range of parts stockers/feeders tailored to meet customer needs.",privately held,""
Mech,mw-dibbern.de,,,,,"Mech is a company specializing in machine manufacturing, machinery repair, welding, and specialized machinery customizations.",,""
Condor Robotics,condoras.com,Automation Machinery Manufacturing,Greece,1-10,https://www.linkedin.com/company/condor-robotics,Condor Robotics is a company in the industrial automation industry that delivers completed automation systems for production lines.,privately held,""
Reca Shanghai,reca.com.cn,Wholesale,,1001-5000,https://www.linkedin.com/company/reca-shanghai,"Reca Shanghai is a manufacturing company that specializes in industrial equipment, engineering solutions, automation, and robotics.",privately held,""
LEIBETSEDER INDUSTRIAL DESIGN,lid.at,,,,,"LEIBETSEDER INDUSTRIAL DESIGN is a company that specializes in innovative industrial and product design, including mechanical design services and automation technology solutions.",,""
ICSSA,icssa.org,,,,,"ICSSA is a company operating in the industrial automation and robotics sector, specializing in the integration of automation and robotics in industrial machinery through the Machinery Network.",,""
Sabilmec,sabilmec.it,,,,,Sabilmec is a manufacturing company that specializes in profiling systems and production lines for sandwich panels.,,""
Peter Sommer Mechatronik,sommer-mechatronik.at,,,,,"Peter Sommer Mechatronik is a mechatronics company that specializes in providing comprehensive automation solutions including electrical planning, pneumatics, and control panel design.",,""
Automatigo S,automatigo.com.mx,,,,,"Automatigo S is an Engineering company that offers services in Automation Engineering, Instrumentation and Control, Process Analysis, turnkey project development, equipment sales, instruments and sensors, and specialized software development for industrial equipment.",,""
Pc automation,pcautomation.pl,,Poland,,,PC Automation is a company specializing in automation and control systems for industrial technology.,,""
CÔNG TY TNHH SX TM CƠ KHÍ NGUYỄN MINH,cokhinguyenminh.com,,,,,"CÔNG TY TNHH SX TM CƠ KHÍ NGUYỄN MINH is a manufacturing company that specializes in producing machinery, automated production lines, storage tanks, and dry mix production lines.",,""
Bacata Ingenieros Ltda,bacataingenierosltda.com.co,,,,,"Bacata Ingenieros Ltda is a company in the industrial sector that specializes in industrial process automation, machinery design, and metal structures manufacturing.",,""
Engin Otomasyon,enginotomasyon.com,,,,,"Engin Otomasyon is a company that specializes in developing electrical and automation systems, and converting existing conventional systems into automated systems.",,""
Big Gun Robotics,biggunrobotics.com,Construction,"Newberry, South Carolina, United States",,https://www.linkedin.com/company/big-gun-robotics,Big Gun Robotics is a robotics company that specializes in precision welding services for steel and non-ferrous metals.,,""
Prosim Otomasyon,prosimotomasyon.com,,,,,Prosim Otomasyon is an automation company that provides quality work in the automation sector with over 10 years of experience.,,""
Aqua Art & Engineering,aquaartengineering.com,,India,,https://www.linkedin.com/company/aqua-art-%26-engineering,"Aqua Art & Engineering is a manufacturing company that specializes in producing high-quality equipment, offering complete solutions including installation services and operator training.",,""
MES Mehrlein Engineering Service GmbH,mesgmbh.de,,"Kreuzau, Germany",,https://www.linkedin.com/company/mes-mehrlein-engineering-service-gmbh,"MES Mehrlein Engineering Service GmbH is an engineering services company that offers planning and consulting services in environmental technology, construction, mechanical and automation engineering.",,""
Independent Automation Group,independentautomationgroup.com,Business Consulting and Services,"Budapest, Hungary",51-200,https://www.linkedin.com/company/independent-automation-group,Independent Automation Group is an automation company that specializes in industrial control systems and engineering services.,public company,""
Robot Solution,robotsolution.ca,Automation Machinery Manufacturing,"Montréal, Canada",1-10,https://www.linkedin.com/company/robot-solution,Robot Solution is a robotics company that specializes in customizing robotic solutions to meet client needs or creating new ones from scratch.,self owned,""
GRAINTEC MARIUSZ,graintec.pl,Individual and Family Services,"Smętowo Graniczne, Poland",11-50,https://www.linkedin.com/company/graintec-mariusz,"GRAINTEC MARIUSZ is a manufacturing company that specializes in providing machinery designed for high functionality, operation efficiency, and reliability.",,""
Hebatec UG,hebatec.com,,"Bargfeld-Stegen, Germany",,https://www.linkedin.com/company/hebatec-ug,Hebatec UG is an Engineering company that specializes in planning control cabinets and systems for machinery and plant construction.,,""
Jatur,jatur.com,Civil Engineering,"Lazkao, Spain",11-50,https://www.linkedin.com/company/jatur-suministros-industriales,"Jatur is a manufacturing company that specializes in Machining, Industrial Tools, Hydraulics, Pneumatics, Electronics, Automation, and Electric Machinery with a focus on innovation.",sole proprietorship,""
Dudley Service,dudleyservice.com,,,,,"Dudley Service is an engineering company that provides technological solutions to various sectors of the industry, with a focus on manufacturing, offering expertise in industrial automation, project management, and safety.",,""
Hung Khang Technology Equipment,hungkhangtech.vn,,Vietnam,,https://www.linkedin.com/company/hung-khang-technology-equipment,"Hung Khang Technology Equipment is a company that specializes in providing technology solutions such as automation, robotics, industrial systems integration, smart warehouse solutions, and smart factory solutions.",,""
Redi2Weld,redi2weld.com,Machinery Manufacturing,"Alvin, Texas, United States",11-50,https://www.linkedin.com/company/redi2weld,Redi2Weld is a manufacturing company that specializes in automated pipe welding systems with a focus on providing flexibility and customization for fabricators.,privately held,""
FUTURA AUTOMAZIONI,futurautomazioni.it,,,,,FUTURA AUTOMAZIONI is a company in the industrial automation sector that provides automation solutions for manufacturing processes.,,""
Pecker,pecker.com.tr,,,,,Pecker is a company that specializes in robotic torch cleaning units for welding robots and automation systems.,,""
Tekplasma,tekplasma.com.br,,,,https://www.linkedin.com/company/tekplasma,Tekplasma is a company in the automation and maintenance of cutting and welding machines sector.,,""
Eus-tec GmbH,eus-tec.de,Business Consulting and Services,"Hannover, Germany",1001-5000,https://www.linkedin.com/company/eus-tec-gmbh,"Eus-tec GmbH is a company specializing in robotics, automation, and engineering solutions for industrial applications.",,""
Erbil Copper Cable,erbilcoppercable.com,,,,,Erbil Copper Cable is a cable manufacturing company that specializes in engineering products using the latest technology and automation.,,""
CeronTec,cerontec.com.br,Machinery Manufacturing,"Urussanga, Brazil",,https://www.linkedin.com/company/cerontec,"CeronTec is a manufacturing company that specializes in machinery fabrication, automation, and maintenance services.",,""
Norenix,norenix.com,Machinery Manufacturing,"Merrimack, New Hampshire, United States",1-10,https://www.linkedin.com/company/norenix,"Norenix is an Industrial Solution provider that offers CAD services, Automation, Machinery, and Metrology solutions.",public company,""
BANCOR S. de R.L. de C.V.,bancormx.com,,"Guadalajara, Mexico",,https://www.linkedin.com/company/bancor-s.-de-r.l.-de-c.v.,"Bancor S. de R.L. de C.V is a manufacturing company specialized in offering services such as lathe work, radial drilling, milling, MIG welding, industrial maintenance, and more.",,""
Cong ty teco,tecovietnam.com,,,,,Cong Ty TECO is a company in the electrical equipment industry that specializes in industrial machinery and automation.,,""
Metalwit Robots,metalwit-robots.pl,Robotics Engineering,Poland,1-10,https://www.linkedin.com/company/metalwit-robots,"Metalwit Robots is a robotics company that offers modern, effective, and competitive solutions and support during the implementation of robotic stations.",privately held,""
CONTEK AUTOMATION PVT,contekautomation.com,,,,https://www.linkedin.com/company/contekautomationpvtltd,CONTEK AUTOMATION PVT is a company specializing in industrial automation solutions and control systems.,,""
BOCK Konstruktion,kb-bock.com,Industrial Machinery Manufacturing,"Georgensgmünd, Germany",1-10,https://www.linkedin.com/company/konstruktionsb%c3%bcro-bock-bock-andreas-konstruktionsdienstleistungen,"BOCK Konstruktion is a company in the mechanical engineering industry that specializes in automation technology, industrial equipment, and special machine manufacturing.",,""
Doanh Dao,doanhdao.com,Import and Export,"Ho Chi Minh City, Vietnam",11-50,https://www.linkedin.com/company/may-may-cong-nghiep-doanh-dao,"Doanh Dao is a provider of industrial sewing equipment such as electronic single-needle machines, button attaching machines, edge trimming machines, automatic sewing machines, etc.",self employed,""
SCHALLTRONIK e,schalltronik.com,,"Petting, Germany",,https://www.linkedin.com/company/schalltronik-e.k.-gaisreiter,SCHALLTRONIK e is a company in the industrial technology sector that offers automation and control systems.,,""
NPK Engineering Ltd,npkeng.ca,,"P0B1M0, Ontario, Canada",,,"NPK Engineering is an engineering firm that offers design and engineering services for manufacturing, automation, energy production, and telecommunications projects.",,""
Bảo Nghi,baonghi.com.vn,Automation Machinery Manufacturing,"Ho Chi Minh City, Vietnam",11-50,https://www.linkedin.com/company/baonghico,"BAO NGHI TECHNIQUES SERVICE TRADING is a supplier of industrial electrical, control, instrument equipment and automation for general industries, with a specialization in various industries including Oil&Gas, Marine, Rubber, Textile, Food & Beverage.",public company,""
SK Engineering,sk.engineering,,,,,"SK Engineering is an engineering company that offers a range of machining services including welding, milling, and metalworking.",,""
Bogin,bogin.co,"Appliances, Electrical, and Electronics Manufacturing","Isfahan, Iran",1-10,https://www.linkedin.com/company/boginco,"Bogin is an electronics manufacturing company that specializes in designing and manufacturing electronic, telecommunication, and industrial automation systems.",privately held,""
Elco Machinebouw,elco-machinebouw.nl,Machinery Manufacturing,Netherlands,1-10,https://www.linkedin.com/company/elco-machinebouw,"Elco Machinebouw is a Machine Manufacturing company that offers robust, efficient, and reliable machines designed in collaboration with Zundert-based tree nurseries for agricultural purposes.",privately held,""
Automation & Robotic Solutions,ars.com.tn,Electronic and Precision Equipment Maintenance,"Monastir, Tunisia",11-50,https://www.linkedin.com/company/-automation-robotic-solutions,"Automation 
 \u0026 Robotic Solutions is a company that specializes in robotic engineering, industrial automation, maintenance, and other innovative technologies, with a focus on designing Special Machines for production.",privately held,""
SEI-Roboprod,seiroboprod.fr,Machinery Manufacturing,France,11-50,https://www.linkedin.com/company/sei-roboprod,SEI-Roboprod is a machinery company that specializes in providing innovative industrial equipment and automation solutions for various manufacturing needs.,privately held,""
KAYZER Grup,kayzergrup.com,Industrial Machinery Manufacturing,"Köseköy, Türkiye",11-50,https://www.linkedin.com/company/kayzergrup,"KAYZER Grup is a company operating in the Automotive Industry, specializing in integrated assembly lines manufacturing, robotic applications, automation, plastic part trim & post-processing, and plastic welding technologies.",partnership,""
SMC,smc.com.ru,Automation Machinery Manufacturing,"Noblesville, Indiana, United States",10001+,https://www.linkedin.com/company/smc,SMC is a manufacturing company that specializes in industrial automation and machinery.,public company,""
VAI GmbH,vai-gmbh.de,,"Essen, Germany",,https://www.linkedin.com/company/vai-gmbh,"VAI GmbH is a provider of industrial automation and manufacturing solutions, offering engineering services.",,""
Techjig Inc.,techjig.ca,Industrial Machinery Manufacturing,"Québec, Canada",1-10,https://www.linkedin.com/company/techjig-inc,"Techjig is a robotics company that designs and manufactures collaborative and innovative robotic welding solutions, including the Tacktic™ welding solution with patent pending technology.",privately held,""
ERWI Aandrijftechniek,erwi.nl,Industrial Machinery Manufacturing,"Doetinchem, Netherlands",1-10,https://www.linkedin.com/company/erwi-aandrijftechniek,ERWI Aandrijftechniek is a technical wholesaler specializing in industrial drive elements of top quality from well-known brands.,public company,""
Totalsensors,totalsensors.com,,"78501, McAllen, Texas, United States",,,"Totalsensors is a company that specializes in industrial control and automation equipment, as well as spare parts.",,""
I A T I Ingeniería y Automatización,iati-co.com,Automation Machinery Manufacturing,"Santander, Spain",1-10,https://www.linkedin.com/company/i-a-t-i-ingenier%c3%ada-y-automatizaci%c3%b3n,"I A T I Ingeniería y Automatización is an engineering company that specializes in the design, supply, assembly, and maintenance of industrial automation, instrumentation, and electrical systems.",privately held,""
EPCenter,epcenter.com.pl,,,,,"EPCenter is an industrial manufacturing company that specializes in producing innovative controls for press brakes, offering also servicing and repairs for press brakes and guillotines, digital modules, and servo drives.",,""
Modern Industri Teknik,mit.se,Higher Education,"Cambridge, Massachusetts, United States",5001-10000,https://www.linkedin.com/company/mit,"Modern Industri Teknik is an industrial technology company that specializes in providing engineering solutions and manufacturing services, with a focus on automation systems.",educational,""
Valensys IT,valensysit.com,Industrial Automation,"Valladolid, Spain",51-200,https://www.linkedin.com/company/valensys,"VALENSYS INDUSTRIAL TECHNOLOGIES is an industrial technology company that specializes in customized machinery construction, industrial robotics, collaborative robotics, and industrial vision.",privately held,""
EL-TEC,el-tec.com,Automation Machinery Manufacturing,"Managua, Nicaragua",11-50,https://www.linkedin.com/company/el-tec,EL-TEC is a company that specializes in the sales and technical support of automation and electrical control equipment by representing leading manufacturers.,privately held,""
Megatec Brasil,megatecbrasil.com.br,,,,,Megatec Brasil is a manufacturing company that offers welding and plasma cutting equipment solutions to enhance productivity and welding quality.,,""
Mcetas,mcetas.it,,,,,"Mcetas is a welding and cutting equipment company that offers a wide range of welding machines such as MIG, MAG, TIG, plasma cutters, along with professional assistance and quality used equipment sales.",,""
FT&HS ENGINEERING SERVICES,ftyhs.com.mx,Industrial Machinery Manufacturing,Spain,11-50,https://www.linkedin.com/company/ft%26hs-engineering-services-s.a.-de-c.v.,"FT&HS Engineering Services is a company that specializes in providing engineering services for the design, coordination, fabrication, and installation of automated equipment in various production processes.",privately held,""
La Maquina del Vapor,lamaquinadelvapor.com,Retail,"Gijón, Spain",,https://www.linkedin.com/company/la-maquina-del-vapor,"La Maquina del Vapor is a company that specializes in industrial machinery, particularly in steam technology and manufacturing equipment, while offering automation solutions.",,""
Elektro Dittus GmbH,elektro-dittus.de,,Austria,,https://www.linkedin.com/company/elektro-dittus-gmbh,"Elektro Dittus GmbH is an electrical engineering company specializing in mill technology and mill control, offering automation solutions for mills.",,""
Tungsten Robotics,tungstenrobotics.be,Industrial Automation,"Torhout, Belgium",1-10,https://www.linkedin.com/company/tungsten-robotics,"Tungsten Robotics is a robotics company that provides complete robotic solutions for various businesses, offering services such as robot welding, laser cutting, and plasma cutting.",privately held,""
Schulmann Robotics,schulmann-robotics.de,Automation Machinery Manufacturing,Germany,,https://www.linkedin.com/company/schulmann-robotics-gmbh,Schulmann Robotics is a robotics company specializing in automation and technology.,,""
DEEHAR SOLUTIONS PRIVATE LIMTED,deeharsolutions.com,Automation Machinery Manufacturing,"Chennai, India",11-50,https://www.linkedin.com/company/deehar-solutions-private-limted,"DEEHAR SOLUTIONS PRIVATE LIMTED is an Industrial Solutions provider for the Automotive and Electronic manufacturing Industry offering automation equipment, project execution, maintenance services, and manufacturing cost optimization.",privately held,""
Easton Enterprises 'e'Bots,ebots2005.com,Automation Machinery Manufacturing,"United States, Michigan",1-10,https://www.linkedin.com/company/easton-enterprises-e-bots,Easton Enterprises 'e'Bots is a company in the Industrial Automation and Robotics sector that specializes in shaping the future of the industry through innovative projects and deep dedication.,public company,""
MALINOWSKI Automatyka Przemysłowa,malinowskiautomatyka.pl,Automation Machinery Manufacturing,"Złoty Stok, Poland",1-10,https://www.linkedin.com/company/malinowski-automatyka-przemys%c5%82owa,"MALINOWSKI Automatyka Przemysłowa is a company specializing in industrial automation solutions, providing design, implementation, and service with a focus on reliability and efficiency.",self owned,""
Automade machine tools,automade.com.my,Machinery Manufacturing,"Batu Pahat, Malaysia",,https://www.linkedin.com/company/automade-machine-tools,"Automade Machine Tools is a company that specializes in providing pipe processing machines, plate processing machines, circular saws, and bandsaw blades.",,""
Winkel Schweisstechnik,wschweisstechnik.de,Machinery Manufacturing,Germany,11-50,https://www.linkedin.com/company/winkel-schweisstechnik-gmbh,"Winkel Schweisstechnik is an industrial manufacturing company that specializes in solutions for filter housings, pressure vessels, heat exchangers, plant construction, and welding technologies using a variety of materials including austenitic stainless steels, duplex and super duplex steels, nickel alloys, and titanium.",public company,""
AGP Solutions,agp-solutions.com,Industrial Machinery Manufacturing,"Belgrano, Argentina",11-50,https://www.linkedin.com/company/agp-solutions-srl,"AGP Solutions is an industrial solutions company that specializes in designing, manufacturing, automation, machining, and custom packaging, with expertise in process optimization and consultancy for small and medium enterprises.",partnership,""
IACOP Ingeniería SpA,iacop.cl,IT Services and IT Consulting,"Copiapó, Chile",1-10,https://www.linkedin.com/company/iacop-ingenier%c3%ada-spa,IACOP Ingeniería SpA is a company that provides automation products and services for industrial process control.,privately held,""
JINSLU WF,jinslu.com,,,,,"XIAMEN GOLDEN SILK ROAD TRADING CO., is a company in the welding industry that offers a range of high-quality general professional welding products and automated welding equipment.",,""
WELD TECH INDIA,weldtechindia.com,,,,,"WELD TECH INDIA is a manufacturing company that specializes in providing supreme quality spares for gun, spot welding robot, projection welding, and seam welding machines.",,""
DMS INDUSTRIAL,dmsindustrial.mx,,,,,"DMS Industrial is a company specialized in Industrial Automation, providing engineering, design, manufacturing, and implementation of automated systems to enhance the quality and production of its clients.",,""
Holger Horlebein Handel mit Industrieelektronik,efi-automation.de,,United States,,https://www.linkedin.com/company/holger-horlebein-handel-mit-industrieelektronik,"Holger Horlebein Handel mit Industrieelektronik is a company specializing in providing new parts, spare parts, and accessories from Siemens automation technology at attractive conditions with warranty, boasting a unique supply network.",,""
"Qingdao XINGUO JI Group Co., ltd.",newinternational.cn,,"Qingdao, China",1001-5000,https://www.linkedin.com/company/qingdao-xinguo-ji-group-co.-ltd.,"Qingdao XINGUO JI Group Co., Ltd is a manufacturing company that specializes in industrial equipment, machinery, automation, and engineering solutions.",,""
Dachs,dachs-reutlingen.de,Furniture and Home Furnishings Manufacturing,"Reutlingen, Germany",,https://www.linkedin.com/company/dachs,Dachs is a Mechanical Engineering company that specializes in equipment manufacturing and industrial products.,,""
M&R Automation,mr-automation.com,Mechanical or Industrial Engineering,Austria,201-500,https://www.linkedin.com/company/m%26r-automation-gmbh,M&R Automation is a company specializing in industrial automation solutions for manufacturing processes.,privately held,""
